canonical_vgp_root	selection_id	primary_theta_0_per_100bp_bin	source_path	source_sha256	interval	time_2N0	lambda
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	21	0.56901	0.836742
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	22	0.632384	0.695909
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	23	0.701761	0.695909
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	24	0.777711	0.64926
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	25	0.860854	0.64926
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	26	0.951874	0.696355
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	27	1.051517	0.696355
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	28	1.160598	0.84801
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	29	1.280012	0.84801
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	30	1.410738	1.132885
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	31	1.553847	1.132885
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	32	1.710513	1.540212
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	33	1.88202	1.540212
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	34	2.069773	1.973919
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	35	2.275312	1.973919
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	36	2.500321	2.40355
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	37	2.746645	2.40355
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	38	3.016302	3.167121
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	39	3.311504	3.167121
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	40	3.63467	5.261583
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	41	3.988448	5.261583
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	42	4.375739	10.706835
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	43	4.799718	10.706835
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	44	5.26386	22.950196
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	45	5.771968	22.950196
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	46	6.328209	45.61305
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	47	6.937142	45.61305
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	48	7.603758	81.045819
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	49	8.333521	81.045819
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	50	9.132413	126.168645
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	51	10.006983	126.168645
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	52	10.964399	159.317994
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	53	12.01251	159.317994
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	54	13.159906	131.054173
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	55	14.415993	131.054173
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	56	15.791067	131.054173
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	57	17.296399	131.054173
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	58	18.944329	51.975015
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	59	20.748363	51.975015
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	60	22.723291	51.975015
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	61	24.885301	51.975015
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	62	27.252113	51.975015
/moosefs/erikg/vgp	P07	0.032921	/moosefs/erikg/vgp/pilot/outputs/vgp10-auth-20260718-v2/P07/core/psmc/finalize/unscaled_trajectory.tsv	dd72b49b6d008a6d59975ed98d613a9cad5cf1266d78e3007d37a5acd98b3530	63	29.843129	51.975015
