schema_version	canonical_vgp_root	catalog_commit	catalog_sha256	catalog_line	catalog_record_ordinal	scientific_name	taxid	main_accession_version	catalog_link_count	eligible_audited_pair_count	catalog_disposition
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	253	252	Falco biarmicus	345155	GCA_023638135.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	254	253	Falco cherrug	345164	GCA_023634085.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	255	254	Falco naumanni	148594	GCA_017639655.1	1	1	CONTAINS_AUDITED_ELIGIBLE_PAIR
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	256	255	Falco punctatus	148596	GCA_963210335.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	257	256	Cariama cristata	54380	GCA_009819825.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	258	257	Dryobates pubescens	118200	GCA_014839835.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	259	258	Pogoniulus pusillus	488313	GCA_015220805.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	260	259	Merops nubicus	57421	GCA_009819595.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	261	260	Bucorvus abyssinicus	153643	GCA_009769605.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	262	261	Trogon surrucura	297711	GCA_020746105.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	263	262	Leptosomus discolor	188344	GCA_034619465.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	264	263	Colius striatus	57412	GCA_028858725.2	1	1	CONTAINS_AUDITED_ELIGIBLE_PAIR
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	265	264	Strix aluco	111821	GCA_031877795.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	266	265	Pulsatrix perspicillata	111820		0	0	CATALOG_UNRELEASED_NO_MAIN_ACCESSION
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	267	266	Athene noctua	126797	GCA_965140245.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	268	267	Aquila chrysaetos	8962	GCA_900496995.4	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	269	268	Haliaeetus albicilla	8969	GCA_947461875.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	270	269	Harpia harpyja	202280	GCA_026419915.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	271	270	Morphnus guianensis	252789	GCA_045345515.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	272	271	Astur gentilis	8957	GCA_929443795.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	273	272	Gypaetus barbatus	33610	GCA_028022735.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	274	273	Buteo buteo	30397	GCA_964188355.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	275	274	Sarcoramphus papa	43583	GCA_037962945.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	276	275	Pelecanus crispus	36300	GCA_030463565.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	277	276	Ardea goliath	2767355		0	0	CATALOG_UNRELEASED_NO_MAIN_ACCESSION
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	278	277	Theristicus caerulescens	1118847	GCA_020745775.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	279	278	Platalea leucorodia	257867	GCA_965183815.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	280	279	Gulosus aristotelis	126867	GCA_949628215.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	281	280	Microcarbo africanus	1523049		0	0	CATALOG_UNRELEASED_NO_MAIN_ACCESSION
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	282	281	Phalacrocorax carbo	9209	GCA_963921805.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	283	282	Morus bassanus	37578	GCA_031468815.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	284	283	Ciconia maguari	52777	GCA_017639555.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	285	284	Calonectris borealis	1323832	GCA_964195595.2	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	286	285	Spheniscus humboldti	9240	GCA_027474245.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	287	286	Gavia stellata	37040	GCA_030936135.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	288	287	Phaethon aethereus	37045	GCA_964289735.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	289	288	Rhynochetos jubatus	54386	GCA_027574665.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	290	289	Pluvialis apricaria	670352	GCA_017639485.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	291	290	Vanellus vanellus	100859	GCA_965231255.1	0	0	CATALOG_RELEASED_NO_LINKED_HAPLOTYPE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	292	291	Alca Torda	28689	GCA_008658365.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	293	292	Numenius arquata	31919	GCA_964106895.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	294	293	Sterna hirundo	108405	GCA_009819605.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	295	294	Rissa tridactyla	75485	GCA_028500815.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	296	295	Chroicocephalus ridibundus	1192867	GCA_963924245.1	2	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	297	296	Larus fuscus	8915	GCA_963932225.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	298	297	Larus michahellis	119627	GCA_964199755.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	299	298	Larus argentatus	35669	GCA_964417175.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	300	299	Balearica regulorum gibbericeps	100784	GCA_011004875.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	301	300	Grus americana	9117	GCA_028858705.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	302	301	Grus grus	40816	GCA_964106855.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	303	302	Porphyrio hochstetteri	439704	GCA_020800305.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	304	303	Gallinula chloropus	9123	GCA_964237585.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	305	304	Opisthocomus hoazin	30419	GCA_030867145.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	306	305	Calypte anna	9244	GCA_003957555.2	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	307	306	Phaethornis superciliosus	46513	GCA_023637945.2	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	308	307	Heliangelus exortis	472823	GCA_036169615.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	309	308	Apus apus	8895	GCA_020740795.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	310	309	Hemiprocne comata	243314	GCA_020745705.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	311	310	Caprimulgus europaeus	111811	GCA_907165065.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	312	311	Aegotheles albertisi	48277	GCA_039906565.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	313	312	Podargus strigoides	8905	GCA_028020825.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	314	313	Steatornis caripensis	48435		0	0	CATALOG_UNRELEASED_NO_MAIN_ACCESSION
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	315	314	Nyctibius grandis	48427	GCA_013368605.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	316	315	Chlamydotis macqueenii	187382	GCA_036417535.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	317	316	Tauraco erythrolophus	121530	GCA_009769465.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	318	317	Cuculus canorus	55661	GCA_017976375.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	319	318	Monias benschi	399593		0	0	CATALOG_UNRELEASED_NO_MAIN_ACCESSION
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	320	319	Pterocles gutturalis	240206	GCA_009769525.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	321	320	Streptopelia turtur	177155	GCA_901699155.2	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	322	321	Streptopelia decaocto	177147	GCA_964273445.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	323	322	Nesoenas mayeri	187126	GCA_963082525.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	324	323	Caloenas nicobarica	187106	GCA_036013445.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	325	324	Patagioenas fasciata	372321	GCF_037038585.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	326	325	Columba livia	8932	GCA_036013475.2	2	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	327	326	Phoenicopterus ruber	9217	GCA_009819775.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	328	327	Aechmophorus clarkii	190660		0	0	CATALOG_UNRELEASED_NO_MAIN_ACCESSION
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	329	328	Gallus gallus	9031	GCA_016700215.2	4	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	330	329	Lagopus muta	64668	GCA_023343835.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	331	330	Tetrao urogallus	100830	GCA_951394365.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	332	331	Coturnix chinensis	46218	GCA_039878825.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
vgp-real-scaleout-catalog-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	333	332	Aythya fuligula	219594	GCA_009819795.1	1	0	LINKS_ACCOUNTED_NONE_AUDITED_ELIGIBLE
