manifest_version	catalog_commit	catalog_sha256	record_id	record_type	catalog_row	scientific_name	lineage	taxid	catalog_status	sex	main_assembly_id	h1_accession_version	ucsc_mirror_accession_version	linked_ordinal	link_class	linked_assembly_id	h2_accession_version	pair_id	catalog_assembly_technology	catalog_qv	long_range_phase_signal	exact_individual_provenance_status	mirror_h1_state	mirror_h2_state	disposition	primary_reason_code	blocking_evidence_codes	confidence_tier	wave_id	core_result_status	psmc_status	annotation_partition_status	annotation_absence_core_veto	same_pair_psmc_independent_evidence	biological_jobs_authorized	source_review_decision_sha256	source_mirror_summary_sha256
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0050	catalog_row	50	Arvicola amphibius	Mammals	1047088	EMPTY	F	mArvAmp1.pri	GCA_903992535.2	GCF_903992535.2	0	none				CLR, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0050-ALT01	linked_pair	50	Arvicola amphibius	Mammals	1047088	EMPTY	F	mArvAmp1.pri	GCA_903992535.2	GCF_903992535.2	40	alternate	mArvAmp1.alt	GCA_903992525.1	R0050-ALT01	CLR, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0051	catalog_row	51	Chionomys nivalis	Mammals	269649	EMPTY	M	mChiNiv1.pri	GCA_950005125.1	GCF_950005125.1	0	none				HiFi hifiasm, solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0051-ALT01	linked_pair	51	Chionomys nivalis	Mammals	269649	EMPTY	M	mChiNiv1.pri	GCA_950005125.1	GCF_950005125.1	41	alternate	mChiNiv1.alt	GCA_950005115.1	R0051-ALT01	HiFi hifiasm, solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0052	catalog_row	52	Peromyscus maniculatus	Mammals	10042	EMPTY	M	mPerMan1.pri	GCA_026229955.1	GCA_026229955.1	0	none				HiFi hifiasm, solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	excluded	CATALOG_NO_LINKED_HAPLOTYPE	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0053	catalog_row	53	Peromyscus gossypinus	Mammals	42411	EMPTY	UNRESOLVED	UNRELEASED	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0054	catalog_row	54	Neotoma floridana	Mammals	42409	EMPTY	M	mNeoFlo1.hap1	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0055	catalog_row	55	Jaculus jaculus	Mammals	51337	4	M	mJacJac1.mat	GCA_020740685.1	GCF_020740685.1	0	none				CLR II, TrioCanu	UNMEASURED	TRIO_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0055-HQ01	linked_pair	55	Jaculus jaculus	Mammals	51337	4	M	mJacJac1.mat	GCA_020740685.1	GCF_020740685.1	42	other_high_quality	mJacJac1.pat	GCA_020740715.1	R0055-HQ01	CLR II, TrioCanu	UNMEASURED	TRIO_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0056	catalog_row	56	Anomalurus beecrofti	Mammals	1082180	3	UNRESOLVED	UNRELEASED	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0057	catalog_row	57	Pedetes capensis	Mammals	10023	3	UNRESOLVED	UNRELEASED	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0058	catalog_row	58	Thomomys bottae	Mammals	10013	4	M	mThoBot2.hap1	GCA_031878675.1	GCA_031878675.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0058-HQ01	linked_pair	58	Thomomys bottae	Mammals	10013	4	M	mThoBot2.hap1	GCA_031878675.1	GCA_031878675.1	43	other_high_quality	mThoBot2.hap2	GCA_031878665.1	R0058-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0058-HQ02	linked_pair	58	Thomomys bottae	Mammals	10013	4	M	mThoBot2.hap1	GCA_031878675.1	GCA_031878675.1	44	other_high_quality	mThoBot1.0.p	GCA_024803745.1	R0058-HQ02	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0058-ALT01	linked_pair	58	Thomomys bottae	Mammals	10013	4	M	mThoBot2.hap1	GCA_031878675.1	GCA_031878675.1	45	alternate	mThoBot1.0.a	GCA_024803775.1	R0058-ALT01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0059	catalog_row	59	Castor canadensis	Mammals	51338	4	F	mCasCan1.hap1	GCA_047511655.1	GCA_047511655.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0059-HQ01	linked_pair	59	Castor canadensis	Mammals	51338	4	F	mCasCan1.hap1	GCA_047511655.1	GCA_047511655.1	46	other_high_quality	mCasCan1.hap2	GCA_047511605.1	R0059-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0060	catalog_row	60	Oryctolagus cuniculus	Mammals	9986	4	F	mOryCun1.pri	GCA_964237555.1	GCF_964237555.1	0	none				Hifi, Hifiasm solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0060-ALT01	linked_pair	60	Oryctolagus cuniculus	Mammals	9986	4	F	mOryCun1.pri	GCA_964237555.1	GCF_964237555.1	47	alternate	mOryCun1.alt	GCA_964237575.1	R0060-ALT01	Hifi, Hifiasm solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0061	catalog_row	61	Ochotona princeps	Mammals	9978	4	M	mOchPri1.hap1	GCA_030435755.1	GCF_030435755.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0061-HQ01	linked_pair	61	Ochotona princeps	Mammals	9978	4	M	mOchPri1.hap1	GCA_030435755.1	GCF_030435755.1	48	other_high_quality	mOchPri1.hap2	GCA_030435715.1	R0061-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0062	catalog_row	62	Tupaia tana	Mammals	70687	4	UN	mTupTan1.pri	GCA_026018925.1	GCA_026018925.1	0	none				CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	excluded	CATALOG_NO_LINKED_HAPLOTYPE	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0063	catalog_row	63	Ptilocercus lowii	Mammals	320338	2	UNRESOLVED	UNRELEASED	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0064	catalog_row	64	Phocoena sinus	Mammals	42100	4	F	mPhoSin1.pri	GCA_008692025.1	GCF_008692025.1	0	none				CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0064-ALT01	linked_pair	64	Phocoena sinus	Mammals	42100	4	F	mPhoSin1.pri	GCA_008692025.1	GCF_008692025.1	49	alternate	mPhoSin1.alt	GCA_008692045.1	R0064-ALT01	CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
