manifest_version	catalog_commit	catalog_sha256	record_id	record_type	catalog_row	scientific_name	lineage	taxid	catalog_status	sex	main_assembly_id	h1_accession_version	ucsc_mirror_accession_version	linked_ordinal	link_class	linked_assembly_id	h2_accession_version	pair_id	catalog_assembly_technology	catalog_qv	long_range_phase_signal	exact_individual_provenance_status	mirror_h1_state	mirror_h2_state	disposition	primary_reason_code	blocking_evidence_codes	confidence_tier	wave_id	core_result_status	psmc_status	annotation_partition_status	annotation_absence_core_veto	same_pair_psmc_independent_evidence	biological_jobs_authorized	source_review_decision_sha256	source_mirror_summary_sha256
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0002	catalog_row	2	Elephas maximus indicus	Mammals	99487	4	M	mEleMax1.pri	GCA_024166365.1	GCF_024166365.1	0	none				HiFi, Hifiasm solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0002-ALT01	linked_pair	2	Elephas maximus indicus	Mammals	99487	4	M	mEleMax1.pri	GCA_024166365.1	GCF_024166365.1	1	alternate	mEleMax1.alt	GCA_024166345.1	R0002-ALT01	HiFi, Hifiasm solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0003	catalog_row	3	Loxodonta africana	Mammals	9785	EMPTY	M	mLoxAfr1.hap2	GCA_030014295.1	GCF_030014295.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0003-HQ01	linked_pair	3	Loxodonta africana	Mammals	9785	EMPTY	M	mLoxAfr1.hap2	GCA_030014295.1	GCF_030014295.1	2	other_high_quality	mLoxAfr1.hap1	GCA_030020305.1	R0003-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0004	catalog_row	4	Heterohyrax brucei	Mammals	77598	4	M	mHetBru1.pri	GCA_028571685.1	GCA_028571685.1	0	none				HiFi, Hifiasm solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0004-ALT01	linked_pair	4	Heterohyrax brucei	Mammals	77598	4	M	mHetBru1.pri	GCA_028571685.1	GCA_028571685.1	3	alternate	mHetBru1.alt	GCA_028571665.1	R0004-ALT01	HiFi, Hifiasm solo	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0005	catalog_row	5	Dugong dugon	Mammals	29137	4	F	mDugDug1.hap1	GCA_030035585.1	GCA_030035585.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0005-HQ01	linked_pair	5	Dugong dugon	Mammals	29137	4	F	mDugDug1.hap1	GCA_030035585.1	GCA_030035585.1	4	other_high_quality	mDugDug1.hap2	GCA_030020955.1	R0005-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0006	catalog_row	6	Trichechus inunguis	Mammals	9777	EMPTY	M	mTriInu1.hap2	GCA_046562895.1	GCA_046562895.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0006-HQ01	linked_pair	6	Trichechus inunguis	Mammals	9777	EMPTY	M	mTriInu1.hap2	GCA_046562895.1	GCA_046562895.1	5	other_high_quality	mTriInu1.hap1	GCA_046562985.1	R0006-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0007	catalog_row	7	Rhynchocyon petersi	Mammals	320637	4	M	mRhyPet1.hap1	GCA_043290085.1	GCA_043290085.1	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0007-HQ01	linked_pair	7	Rhynchocyon petersi	Mammals	320637	4	M	mRhyPet1.hap1	GCA_043290085.1	GCA_043290085.1	6	other_high_quality	mRhyPet1.hap2	GCA_043290065.1	R0007-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0008	catalog_row	8	Tenrec ecaudatus	Mammals	319815	3	UNRESOLVED	mTenEca1.hap1	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0009	catalog_row	9	Amblysomus hottentotus	Mammals	9391	3	UNRESOLVED	UNRELEASED	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0010	catalog_row	10	Orycteropus afer	Mammals	9818	3	UNRESOLVED	UNRELEASED	UNRELEASED	UNRELEASED	0	none				UNRESOLVED	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	not_released	not_applicable	excluded	CATALOG_NO_RELEASED_MAIN_ACCESSION	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	X	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0011	catalog_row	11	Tamandua tetradactyla	Mammals	48850	4	M	mTamTet1.pri	GCA_023851605.1	GCA_023851605.1	0	none				CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0011-ALT01	linked_pair	11	Tamandua tetradactyla	Mammals	48850	4	M	mTamTet1.pri	GCA_023851605.1	GCA_023851605.1	7	alternate	mTamTet1.alt	GCA_023853755.1	R0011-ALT01	CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0012	catalog_row	12	Choloepus didactylus	Mammals	27675	4	M	mChoDid1.pri	GCA_015220235.1	GCF_015220235.1	0	none				CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0012-ALT01	linked_pair	12	Choloepus didactylus	Mammals	27675	4	M	mChoDid1.pri	GCA_015220235.1	GCF_015220235.1	8	alternate	mChoDid1.alt	GCA_015220265.1	R0012-ALT01	CLR I, FALCON unzip	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0013	catalog_row	13	Dasypus novemcinctus	Mammals	9361	4	M	mDasNov1.1.hap2	GCA_030445035.2	GCF_030445035.2	0	none				HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0013-HQ01	linked_pair	13	Dasypus novemcinctus	Mammals	9361	4	M	mDasNov1.1.hap2	GCA_030445035.2	GCF_030445035.2	9	other_high_quality	mDasNov1.hap1	GCA_030445055.2	R0013-HQ01	HiFi, Hifiasm Hi-C phasing	UNMEASURED	HIC_CATALOG_SIGNAL_CONFIDENCE_SUPPORT_ONLY	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	ROW-0014	catalog_row	14	Homo sapiens	Mammals	9606	5	M	T2T-CHM13v2	GCA_009914755.4	GCA_009914755.4	0	none				HiFi, ONT, Verkko	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_applicable	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0014-HQ01	linked_pair	14	Homo sapiens	Mammals	9606	5	M	T2T-CHM13v2	GCA_009914755.4	GCA_009914755.4	10	other_high_quality	mHomSap3.pat	GCA_016700455.2	R0014-HQ01	HiFi, ONT, Verkko	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
vgp-core-freeze1-scaleout-v1.0.0	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	PAIR-R0014-HQ02	linked_pair	14	Homo sapiens	Mammals	9606	5	M	T2T-CHM13v2	GCA_009914755.4	GCA_009914755.4	11	other_high_quality	mHomSap3.mat	GCA_016695395.2	R0014-HQ02	HiFi, ONT, Verkko	UNMEASURED	NO_LONG_RANGE_SIGNAL_IN_CATALOG_NOT_A_CORE_VETO	NOT_AUDITED	planned	not_in_frozen_mirror	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	MIRROR_ZERO_VERIFIED_PAYLOAD;PILOT_ZERO_CORE_PASSES;EXACT_INDIVIDUAL_PROVENANCE_NOT_AUDITED;EXACT_FINAL_QV_NOT_MEASURED;COMPLETENESS_NOT_MEASURED;DUPLICATION_COLLAPSE_NOT_MEASURED;WHOLE_ASSEMBLY_1TO1_NOT_RUN;CALLABILITY_NOT_MEASURED	UNASSIGNED	NONE	NOT_RUN	NOT_RUN	NOT_RUN_CORE_NOT_PASSED	false	false	false	561a327d2a7d83c004a011d9bac1ec4b45cf44067858a29a3036bb772a57fc7b	801ab3ffce1eca0f43d08ac406ded2604839f783221b4ff91cdc856699596a4c
