pair_id	catalog_row	scientific_name	link_class	h1_accession_version	h2_accession_version	disposition	primary_reason_code	core_callable_diversity	psmc_unscaled	annotation_partitions	same_pair_psmc_independent_evidence
R0346-ALT01	346	Cygnus columbianus	alternate	GCA_965151615.1	GCA_965151615.1	excluded	CATALOG_SELF_LINK_NOT_PAIR	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0347-HQ01	347	Mergus octosetaceus	other_high_quality	GCA_036873955.1	GCA_036850655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0348-HQ01	348	Struthio camelus australis	other_high_quality	GCA_040807025.1	GCA_040807015.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0349-HQ01	349	Eudromia elegans	other_high_quality	GCA_047922985.1	GCA_047922975.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0350-HQ01	350	Dromaius novaehollandiae	other_high_quality	GCA_036370855.1	GCA_036417515.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0351-HQ01	351	Apteryx mantelli	other_high_quality	GCA_036417845.1	GCA_036417975.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0352-ALT01	352	Rhea pennata	alternate	GCA_028389875.1	GCA_028389885.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0354-HQ01	354	Alligator mississippiensis	other_high_quality	GCA_030867095.1	GCA_030867065.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0355-HQ01	355	Gavialis gangeticus	other_high_quality	GCA_030020295.1	GCA_030020385.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0357-ALT01	357	Chelonia mydas	alternate	GCA_015237465.2	GCA_015220195.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0358-HQ01	358	Caretta caretta	other_high_quality	GCA_965140235.1	GCA_965140275.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0359-HQ01	359	Lepidochelys kempii	other_high_quality	GCA_965140285.1	GCA_965140265.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0360-HQ01	360	Lepidochelys olivacea	other_high_quality	GCA_965140295.1	GCA_965140255.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0361-HQ01	361	Natator depressus	other_high_quality	GCA_965152275.1	GCA_965152195.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0362-HQ01	362	Eretmochelys imbricata	other_high_quality	GCA_965152235.1	GCA_965152285.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0363-HQ01	363	Macrochelys suwanniensis	other_high_quality	GCA_033349115.1	GCA_033296515.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0365-ALT01	365	Dermochelys coriacea	alternate	GCA_009764565.4	GCA_009762595.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0366-HQ01	366	Emys orbicularis	other_high_quality	GCA_028017835.1	GCA_028017845.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0367-HQ01	367	Malaclemys terrapin	other_high_quality	GCA_027887155.1	GCA_027887205.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0368-HQ01	368	Pangshura tecta	other_high_quality	GCA_045781085.1	GCA_045781095.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0369-ALT01	369	Sternotherus odoratus	alternate	GCA_032164245.1	GCA_032164215.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0371-ALT01	371	Gopherus evgoodei	alternate	GCA_007399415.1	GCA_007399395.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0372-HQ01	372	Gopherus flavomarginatus	other_high_quality	GCA_025201925.1	GCA_025201965.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0377-HQ01	377	Podocnemis expansa	other_high_quality	GCA_045364815.1	GCA_045364785.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0379-HQ01	379	Candoia aspera	other_high_quality	GCA_035149785.1	GCA_035125265.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0380-HQ01	380	Liasis olivaceus	other_high_quality	GCA_030867105.1	GCA_030867085.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0381-ALT01	381	Vipera latastei	alternate	GCA_024294585.1	GCA_024294605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0382-ALT01	382	Vipera ursinii	alternate	GCA_947247035.1	GCA_947247025.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0383-HQ01	383	Vipera berus	other_high_quality	GCA_964194415.1	GCA_964194405.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0384-ALT01	384	Thamnophis elegans	alternate	GCA_009769535.1	GCA_009769695.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0385-HQ01	385	Natrix helvetica	other_high_quality	GCA_964273705.1	GCA_964273795.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0386-HQ01	386	Erythrolamprus reginae	other_high_quality	GCA_031021105.1	GCA_031021085.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0386-HQ02	386	Erythrolamprus reginae	other_high_quality	GCA_031021105.1	GCA_031001685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0388-HQ01	388	Anolis sagrei	other_high_quality	GCA_037176765.1	GCA_037176775.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0389-HQ01	389	Bradypodion pumilum	other_high_quality	GCA_047715975.1	GCA_047715955.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0392-HQ01	392	Cyclura pinguis	other_high_quality	GCA_030412105.1	GCA_030412085.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0393-ALT01	393	Elgaria multicarinata webbii	alternate	GCA_023053635.2	GCA_023053675.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0394-HQ01	394	Anniella stebbinsi	other_high_quality	GCA_029215775.1	GCA_029215795.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0397-ALT01	397	Lacerta agilis	alternate	GCA_009819535.1	GCA_009819545.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0398-HQ01	398	Zootoca vivipara	other_high_quality	GCA_963506605.1	GCA_965208345.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0398-HQ02	398	Zootoca vivipara	other_high_quality	GCA_963506605.1	GCA_965207765.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0398-ALT01	398	Zootoca vivipara	alternate	GCA_963506605.1	GCA_963506595.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0399-ALT01	399	Podarcis raffonei	alternate	GCA_027172205.1	GCA_027172095.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0400-ALT01	400	Podarcis cretensis	alternate	GCA_951804945.1	GCA_951804945.1	excluded	CATALOG_SELF_LINK_NOT_PAIR	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0401-HQ01	401	Podarcis siculus	other_high_quality	GCA_964188175.1	GCA_964188395.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0402-HQ01	402	Podarcis muralis	other_high_quality	GCA_964188315.1	GCA_964188365.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0403-HQ01	403	Podarcis bocagei	other_high_quality	GCA_964188305.1	GCA_964188325.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0404-HQ01	404	Podarcis gaigeae	other_high_quality	GCA_964106915.2	GCA_964106785.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0405-HQ01	405	Podarcis pityusensis	other_high_quality	GCA_964106645.2	GCA_964106635.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0406-HQ01	406	Podarcis erhardii	other_high_quality	GCA_964252035.1	GCA_964251985.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0407-HQ01	407	Podarcis melisellensis	other_high_quality	GCA_964234715.1	GCA_964234825.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0408-HQ01	408	Podarcis filfolensis	other_high_quality	GCA_964270895.1	GCA_964270875.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0409-HQ01	409	Podarcis liolepis	other_high_quality	GCA_965112155.1	GCA_965178375.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0410-HQ01	410	Podarcis vaucheri	other_high_quality	GCA_965113315.1	GCA_965113305.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0411-HQ01	411	Podarcis tiliguerta	other_high_quality	GCA_965153285.1	GCA_965153305.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0412-HQ01	412	Rhineura floridana	other_high_quality	GCA_030035675.1	GCA_030035715.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0413-ALT01	413	Aspidoscelis tigris stejnegeri	alternate	GCA_023333525.2	GCA_023333555.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0414-HQ01	414	Tiliqua scincoides	other_high_quality	GCA_035046505.1	GCA_035046495.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0415-HQ01	415	Euleptes europaea	other_high_quality	GCA_029931775.1	GCA_029931755.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0417-HQ01	417	Dibamus smithi	other_high_quality	GCA_046126795.1	GCA_046126825.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0419-ALT01	419	Discoglossus pictus	alternate	GCA_027410445.1	GCA_027410455.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0420-ALT01	420	Bombina bombina	alternate	GCA_027579735.1	GCA_027579415.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0421-HQ01	421	Bombina variegata	other_high_quality	GCA_964205295.1	GCA_964205305.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0422-HQ01	422	Rhinophrynus dorsalis	other_high_quality	GCA_037306005.1	GCA_037306015.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0423-HQ01	423	Ascaphus truei	other_high_quality	GCA_040206685.1	GCA_040206675.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0427-ALT01	427	Spea bombifrons	alternate	GCA_027358695.2	GCA_027382365.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0430-HQ01	430	Xenopus petersii	other_high_quality	GCA_038501925.1	GCA_038501915.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0431-HQ01	431	Eleutherodactylus coqui	other_high_quality	GCA_035609145.1	GCA_035609135.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0432-ALT01	432	Hyperolius riggenbachi	alternate	GCA_040937935.1	GCA_040937895.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0434-ALT01	434	Bufo bufo	alternate	GCA_905171765.1	GCA_905171715.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0435-HQ01	435	Dendropsophus ebraccatus	other_high_quality	GCA_027789765.1	GCA_027789725.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0436-HQ01	436	Hyla sarda	other_high_quality	GCA_029499605.1	GCA_029493135.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0437-ALT01	437	Ranitomeya imitator	alternate	GCA_032444005.1	GCA_032442605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0439-HQ01	439	Anomaloglossus baeobatrachus	other_high_quality	GCA_048569485.1	GCA_048569465.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0440-HQ01	440	Engystomops pustulosus	other_high_quality	GCA_040894005.1	GCA_040894015.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0441-HQ01	441	Leptodactylus fuscus	other_high_quality	GCA_031893055.1	GCA_031893025.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0442-HQ01	442	Pseudophryne corroboree	other_high_quality	GCA_028390025.1	GCA_028390055.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0443-HQ01	443	Mixophyes fleayi	other_high_quality	GCA_038048845.1	GCA_038048865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0446-HQ01	446	Gastrophryne carolinensis	other_high_quality	GCA_027917425.1	GCA_027917415.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0447-HQ01	447	Mantella aurantiaca	other_high_quality	GCA_048565345.1	GCA_048565335.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0448-ALT01	448	Rana temporaria	alternate	GCA_905171775.1	GCA_905171725.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0449-HQ01	449	Pelophylax lessonae	other_high_quality	GCA_965119305.1	GCA_965119315.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0455-HQ01	455	Ambystoma mexicanum x Ambystoma tigrinum	other_high_quality	GCA_040938575.1	GCA_002915635.3	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0457-ALT01	457	Triturus cristatus	alternate	GCA_964204655.1	GCA_964204665.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0458-ALT01	458	Lissotriton vulgaris	alternate	GCA_964263255.1	GCA_964261385.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0459-ALT01	459	Lissotriton helveticus	alternate	GCA_964261635.1	GCA_964258895.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0461-ALT01	461	Rhinatrema bivittatum	alternate	GCA_901001135.2	GCA_901001175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0462-ALT01	462	Microcaecilia unicolor	alternate	GCA_901765095.2	GCA_901765105.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0463-ALT01	463	Geotrypetes seraphini	alternate	GCA_902459505.2	GCA_902459495.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0464-ALT01	464	Erpetoichthys calabaricus	alternate	GCA_900747795.4	GCA_900700845.3	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0465-HQ01	465	Acipenser ruthenus	other_high_quality	GCA_902713425.2	GCA_902713435.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0467-HQ01	467	Amia calva	other_high_quality	GCA_036373705.1	GCA_036365475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0468-HQ01	468	Lepisosteus oculatus	other_high_quality	GCA_040954835.1	GCA_040954845.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0470-ALT01	470	Megalops cyprinoides	alternate	GCA_013368585.1	GCA_013368575.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0473-ALT01	473	Anguilla anguilla	alternate	GCA_013347855.1	GCA_013347865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0474-ALT01	474	Conger conger	alternate	GCA_963514075.1	GCA_963514125.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0476-ALT01	476	Scleropages formosus	alternate	GCA_900964775.1	GCA_900964985.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0477-ALT01	477	Denticeps clupeoides	alternate	GCA_900700375.2	GCA_900700345.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0478-ALT01	478	Alosa sapidissima	alternate	GCA_018492685.1	GCA_018492705.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0479-ALT01	479	Sprattus sprattus	alternate	GCA_963457725.1	GCA_963457685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0480-ALT01	480	Sardina pilchardus	alternate	GCA_963854185.1	GCA_963854175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0481-HQ01	481	Coilia mystus	other_high_quality	GCA_048544225.1	GCA_048544215.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0483-ALT01	483	Chanos chanos	alternate	GCA_902362185.1	GCA_902362175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0484-HQ01	484	Danio rerio	other_high_quality	GCA_944039275.1	GCA_903684855.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0484-HQ02	484	Danio rerio	other_high_quality	GCA_944039275.1	GCA_903684865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0484-ALT01	484	Danio rerio	alternate	GCA_944039275.1	GCA_944039255.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0485-ALT01	485	Phoxinus phoxinus	alternate	GCA_949152265.1	GCA_949152275.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0486-ALT01	486	Rutilus rutilus	alternate	GCA_951802725.1	GCA_951802655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0487-ALT01	487	Squalius cephalus	alternate	GCA_949319135.1	GCA_949319155.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0488-ALT01	488	Barbus barbus	alternate	GCA_936440315.1	GCA_936446605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0489-ALT01	489	Barbatula barbatula	alternate	GCA_947034865.1	GCA_947034905.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0490-ALT01	490	Abramis brama	alternate	GCA_963993115.1	GCA_963993125.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0491-HQ01	491	Scardinius erythrophthalmus	other_high_quality	GCA_964197995.1	GCA_024453875.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0492-HQ01	492	Leuciscus leuciscus	other_high_quality	GCA_965113295.1	GCA_965113325.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0493-ALT01	493	Gobio gobio	alternate	GCA_949357685.1	GCA_949357705.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0494-ALT01	494	Carassius carassius	alternate	GCA_963082965.1	GCA_963082795.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0496-HQ01	496	Cyprinella venusta	other_high_quality	GCA_038024135.1	GCA_038021265.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0498-HQ01	498	Electrophorus electricus	other_high_quality	GCA_041902795.1	GCA_013358815.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0498-ALT01	498	Electrophorus electricus	alternate	GCA_041902795.1	GCA_013347915.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0499-ALT01	499	Pygocentrus nattereri	alternate	GCA_015220715.1	GCA_015220065.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
