pair_id	catalog_row	scientific_name	link_class	h1_accession_version	h2_accession_version	disposition	primary_reason_code	core_callable_diversity	psmc_unscaled	annotation_partitions	same_pair_psmc_independent_evidence
R0673-HQ01	673	Gasterosteus aculeatus	other_high_quality	GCA_964276395.1	GCA_964276385.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0674-HQ01	674	Neosynchiropus ocellatus	other_high_quality	GCA_044231665.1	GCA_044231645.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0675-HQ01	675	Synchiropus picturatus	other_high_quality	GCA_044231675.1	GCA_044231685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0676-HQ01	676	Hydrolagus colliei	other_high_quality	GCA_035084275.1	GCA_035084065.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0677-HQ01	677	Heterodontus francisci	other_high_quality	GCA_036365525.1	GCA_036365495.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0679-HQ01	679	Hemiscyllium ocellatum	other_high_quality	GCA_020745735.1	GCA_020745765.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0680-HQ01	680	Stegostoma tigrinum	other_high_quality	GCA_030684315.1	GCA_030684295.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0682-ALT01	682	Carcharodon carcharias	alternate	GCA_017639515.1	GCA_017639455.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0683-HQ01	683	Cetorhinus maximus	other_high_quality	GCA_964194155.1	GCA_964194165.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0685-ALT01	685	Scyliorhinus canicula	alternate	GCA_902713615.2	GCA_902713625.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0686-HQ01	686	Mustelus asterias	other_high_quality	GCA_964213995.1	GCA_964214025.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0688-HQ01	688	Heptranchias perlo	other_high_quality	GCA_035084215.1	GCA_035084135.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0692-HQ01	692	Pristiophorus japonicus	other_high_quality	GCA_044704955.1	GCA_044704965.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0693-HQ01	693	Narcine bancroftii	other_high_quality	GCA_036971445.1	GCA_036971175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0694-ALT01	694	Amblyraja radiata	alternate	GCA_010909765.2	GCA_010909745.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0695-ALT01	695	Raja brachyura	alternate	GCA_963514005.1	GCA_963513955.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0696-ALT01	696	Pristis pectinata	alternate	GCA_009764475.2	GCA_009764485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0697-HQ01	697	Hypanus sabinus	other_high_quality	GCA_030144855.1	GCA_030144785.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0699-HQ01	699	Mobula birostris	other_high_quality	GCA_030028105.1	GCA_030035685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0700-ALT01	700	Latimeria chalumnae	alternate	GCA_037176945.1	GCA_037215105.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0701-ALT01	701	Protopterus annectens	alternate	GCA_040939525.1	GCA_040939495.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0702-HQ01	702	Myxine glutinosa	other_high_quality	GCA_964187855.1	GCF_040869285.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0702-ALT01	702	Myxine glutinosa	alternate	GCA_964187855.1	GCA_964187825.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0703-HQ01	703	Petromyzon marinus	other_high_quality	GCA_048934315.1	GCF_010993605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0703-ALT01	703	Petromyzon marinus	alternate	GCA_048934315.1	GCA_048941845.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0703-ALT02	703	Petromyzon marinus	alternate	GCA_048934315.1	GCA_010993595.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0704-ALT01	704	Lampetra fluviatilis	alternate	GCA_964198595.1	GCA_964198585.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0705-HQ01	705	Branchiostoma lanceolatum	other_high_quality	GCA_035083965.1	GCA_035149815.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0705-HQ02	705	Branchiostoma lanceolatum	other_high_quality	GCA_035083965.1	GCA_964187965.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0708-ALT01	708	Aplidium turbinatum	alternate	GCA_918807975.1	GCA_918843895.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0709-ALT01	709	Corella eumyota	alternate	GCA_963082875.1	GCA_963082865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0710-ALT01	710	Clavelina lepadiformis	alternate	GCA_947623445.1	GCA_947623165.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0711-HQ01	711	Styela clava	other_high_quality	GCA_964204865.1	GCA_964204955.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0712-ALT01	712	Ascidiella aspersa	alternate	GCA_963924565.1	GCA_963924595.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0713-ALT01	713	Ascidia mentula	alternate	GCA_947561715.1	GCA_947561685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0714-ALT01	714	Trididemnum clinides	alternate	GCA_963675345.1	GCA_963675475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0715-HQ01	715	Thalia democratica	other_high_quality	GCA_965202585.1	GCA_965202575.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0716-ALT01	716	Asterias rubens	alternate	GCA_902459465.3	GCA_902459445.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0717-HQ01	717	Balanoglossus misakiensis	other_high_quality	GCA_040954625.2	GCA_040954595.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
