versioned_taxon_id	candidate_id	scientific_name	ncbi_taxid	class	order	seed_modalities	h1_accession_version	h2_accession_version	same_individual_status	annotation_file_status	annotation_native_status	callable_bases	callable_fraction	queryable_gene_count	queryable_gene_bases	assembly_composition_eligible	assembly_diversity_eligible	population_genomic_eligible	demographic_eligible	acceptance_status	explicit_rejection_reason	blocking_requirement_ids	pilot_selected	predicted_download_gb_exact	predicted_core_hours_base	predicted_core_hours_high	predicted_peak_memory_gib_base	predicted_peak_memory_gib_high	predicted_wall_hours_base	predicted_wall_hours_high	predicted_scratch_gb_base	predicted_scratch_gb_high	predicted_inode_count_base	predicted_inode_count_high	predicted_moosefs_read_gb_base	predicted_moosefs_read_gb_high	predicted_moosefs_write_gb_base	predicted_moosefs_write_gb_high	predicted_metadata_operations_base	predicted_metadata_operations_high	ne_source_rows	accepted_independent_ne_rows	population_availability_rows	callable_diploid_genotypes_availability_class	population_vcf_availability_class	demographic_inference_readiness	join_status
scleropages_formosus_gca_900964775_1|GCA_900964775.1	scleropages_formosus_gca_900964775_1	Scleropages formosus	113540	Actinopteri	Osteoglossiformes	tier3c_seed	GCA_900964775.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.250715	0.1649	0.7128	2.31	9.26	0.1258	0.5589	4.8019	23.4308	434	1446	5.2068	26.0342	0.0405	0.2025	3471	17356	0	0	0				no_selected_pilot_species_no_inventory_rows
denticeps_clupeoides_gca_900700375_2|GCA_900700375.2	denticeps_clupeoides_gca_900700375_2	Denticeps clupeoides	299321	Actinopteri	Clupeiformes	tier3c_seed	GCA_900700375.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.175405	0.1765	0.7632	2.48	9.91	0.1347	0.5984	5.1414	25.0874	465	1549	5.575	27.8749	0.0434	0.2168	3717	18583	0	0	0				no_selected_pilot_species_no_inventory_rows
chanos_chanos_gca_902362185_1|GCA_902362185.1	chanos_chanos_gca_902362185_1	Chanos chanos	29144	Actinopteri	Gonorynchiformes	tier3c_seed	GCA_902362185.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.199755	0.141	0.6096	2	7.92	0.1076	0.478	4.1068	20.0391	371	1237	4.4531	22.2657	0.0346	0.1732	2969	14844	0	0	0				no_selected_pilot_species_no_inventory_rows
pygocentrus_nattereri_gca_015220715_1|GCA_015220715.1	pygocentrus_nattereri_gca_015220715_1	Pygocentrus nattereri	42514	Actinopteri	Characiformes	tier3c_seed	GCA_015220715.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.37549	0.2328	1.0063	3.27	13.07	0.1777	0.7891	6.7798	33.082	613	2042	7.3516	36.7578	0.0572	0.2859	4901	24505	0	0	0				no_selected_pilot_species_no_inventory_rows
esox_lucius_gca_011004845_1|GCA_011004845.1	esox_lucius_gca_011004845_1	Esox lucius	8010	Actinopteri	Esociformes	tier3c_seed	GCA_011004845.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.287857	0.1776	0.7677	2.49	9.97	0.1355	0.6019	5.172	25.2367	467	1558	5.6082	28.0408	0.0436	0.2181	3739	18694	0	0	0				no_selected_pilot_species_no_inventory_rows
lampris_incognitus_gca_029633865_1|GCA_029633865.1	lampris_incognitus_gca_029633865_1	Lampris incognitus	2546036	Actinopteri	Lampriformes	tier3a_seed,tier3c_seed	GCA_029633865.1	GCA_029633845.1	yes	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;ok	B02;B03	no	0.83561	0.3834	1.6572	5.38	21.52	0.2926	1.2994	11.1645	54.4773	1009	3363	12.1061	60.5303	0.0942	0.4708	8071	40354	0	0	0				no_selected_pilot_species_no_inventory_rows
gadus_morhua_gca_902167405_1|GCA_902167405.1	gadus_morhua_gca_902167405_1	Gadus morhua	8049	Actinopteri	Gadiformes	tier3c_seed	GCA_902167405.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.194836	0.2092	0.9044	2.94	11.75	0.1597	0.7091	6.0929	29.7306	551	1835	6.6068	33.034	0.0514	0.2569	4405	22023	0	0	0				no_selected_pilot_species_no_inventory_rows
myripristis_murdjan_gca_902150065_1|GCA_902150065.1	myripristis_murdjan_gca_902150065_1	Myripristis murdjan	586833	Actinopteri	Holocentriformes	tier3c_seed	GCA_902150065.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.262763	0.181	0.7826	2.54	10.16	0.1382	0.6137	5.2726	25.7276	476	1588	5.7172	28.5862	0.0445	0.2223	3811	19057	0	0	0				no_selected_pilot_species_no_inventory_rows
thalassophryne_amazonica_gca_902500255_1|GCA_902500255.1	thalassophryne_amazonica_gca_902500255_1	Thalassophryne amazonica	390379	Actinopteri	Batrachoidiformes	tier3c_seed	GCA_902500255.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.740606	0.4844	2.0942	6.8	27.2	0.3697	1.642	14.1085	68.8424	1275	4250	15.2983	76.4916	0.119	0.5949	10199	50994	0	0	0				no_selected_pilot_species_no_inventory_rows
periophthalmus_magnuspinnatus_gca_009829125_3|GCA_009829125.3	periophthalmus_magnuspinnatus_gca_009829125_3	Periophthalmus magnuspinnatus	409849	Actinopteri	Gobiiformes	tier3c_seed	GCA_009829125.3	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.234121	0.1963	0.8485	2.75	11.02	0.1498	0.6653	5.7164	27.8934	517	1722	6.1985	30.9926	0.0482	0.2411	4132	20662	0	0	0				no_selected_pilot_species_no_inventory_rows
syngnathus_acus_gca_901709675_2|GCA_901709675.2	syngnathus_acus_gca_901709675_2	Syngnathus acus	161584	Actinopteri	Syngnathiformes	tier3a_seed,tier3c_seed	GCA_901709675.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;reject_pair_mismatch	B02;B03	no	0.101943	0.1089	0.4706	2	6.11	0.0831	0.369	3.1704	15.4702	286	955	3.4378	17.1891	0.0267	0.1337	2292	11459	0	0	0				no_selected_pilot_species_no_inventory_rows
thunnus_maccoyii_gca_910596095_1|GCA_910596095.1	thunnus_maccoyii_gca_910596095_1	Thunnus maccoyii	8240	Actinopteri	Scombriformes	tier3c_seed	GCA_910596095.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.246015	0.1586	0.6855	2.23	8.9	0.121	0.5375	4.6179	22.5332	417	1391	5.0074	25.0369	0.0389	0.1947	3338	16691	0	0	0				no_selected_pilot_species_no_inventory_rows
mastacembelus_armatus_gca_900324485_3|GCA_900324485.3	mastacembelus_armatus_gca_900324485_3	Mastacembelus armatus	205130	Actinopteri	Synbranchiformes	tier3c_seed	GCA_900324485.3	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.181809	0.1505	0.6505	2.11	8.45	0.1148	0.5101	4.3827	21.3855	396	1320	4.7523	23.7617	0.037	0.1848	3168	15841	0	0	0				no_selected_pilot_species_no_inventory_rows
anabas_testudineus_gca_900324465_3|GCA_900324465.3	anabas_testudineus_gca_900324465_3	Anabas testudineus	64144	Actinopteri	Anabantiformes	tier3c_seed	GCA_900324465.3	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.173721	0.1428	0.6174	2.0	8.02	0.109	0.4841	4.1597	20.2972	376	1253	4.5105	22.5525	0.0351	0.1754	3007	15035	0	0	0				no_selected_pilot_species_no_inventory_rows
toxotes_jaculatrix_gca_017976425_1|GCA_017976425.1	toxotes_jaculatrix_gca_017976425_1	Toxotes jaculatrix	941984	Actinopteri	UNRESOLVED	tier3c_seed	GCA_017976425.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.184529	0.1416	0.6122	2	7.95	0.1081	0.48	4.1246	20.1259	373	1242	4.4724	22.3621	0.0348	0.1739	2982	14908	0	0	0				no_selected_pilot_species_no_inventory_rows
hippoglossus_hippoglossus_gca_009819705_1|GCA_009819705.1	hippoglossus_hippoglossus_gca_009819705_1	Hippoglossus hippoglossus	8267	Actinopteri	Pleuronectiformes	tier3c_seed	GCA_009819705.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.186729	0.1503	0.6498	2.11	8.44	0.1147	0.5095	4.3774	21.3595	396	1318	4.7466	23.7328	0.0369	0.1846	3164	15822	0	0	0				no_selected_pilot_species_no_inventory_rows
echeneis_naucrates_gca_900963305_2|GCA_900963305.2	echeneis_naucrates_gca_900963305_2	Echeneis naucrates	173247	Actinopteri	Carangiformes	tier3c_seed	GCA_900963305.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.172053	0.1299	0.5617	2	7.29	0.0992	0.4404	3.7842	18.465	342	1140	4.1033	20.5167	0.0319	0.1596	2736	13678	0	0	0				no_selected_pilot_species_no_inventory_rows
parambassis_ranga_gca_900634625_2|GCA_900634625.2	parambassis_ranga_gca_900634625_2	Parambassis ranga	210632	Actinopteri	UNRESOLVED	tier3c_seed	GCA_900634625.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.167739	0.2013	0.8702	2.83	11.3	0.1536	0.6823	5.8625	28.6062	530	1766	6.3569	31.7847	0.0494	0.2472	4238	21190	0	0	0				no_selected_pilot_species_no_inventory_rows
astatotilapia_calliptera_gca_964374335_1|GCA_964374335.1	astatotilapia_calliptera_gca_964374335_1	Astatotilapia calliptera	8154	Actinopteri	Cichliformes	tier3a_seed	GCA_964374335.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;reject_pair_mismatch	B02;B03	no	0.289046	0.1754	0.7581	2.46	9.85	0.1338	0.5944	5.1071	24.9202	461	1538	5.5378	27.6891	0.0431	0.2154	3692	18459	0	0	0				no_selected_pilot_species_no_inventory_rows
scatophagus_argus_gca_020382885_1|GCA_020382885.1	scatophagus_argus_gca_020382885_1	Scatophagus argus	75038	Actinopteri	UNRESOLVED	tier3c_seed	GCA_020382885.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.180703	0.128	0.5533	2	7.19	0.0977	0.4338	3.7276	18.189	337	1123	4.042	20.21	0.0314	0.1572	2695	13473	0	0	0				no_selected_pilot_species_no_inventory_rows
melanotaenia_boesemani_gca_017639745_1|GCA_017639745.1	melanotaenia_boesemani_gca_017639745_1	Melanotaenia boesemani	1250792	Actinopteri	Atheriniformes	tier3c_seed	GCA_017639745.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.270397	0.1968	0.8507	2.76	11.05	0.1502	0.667	5.7313	27.9662	518	1726	6.2147	31.0735	0.0483	0.2417	4143	20716	0	0	0				no_selected_pilot_species_no_inventory_rows
salarias_fasciatus_gca_902148845_1|GCA_902148845.1	salarias_fasciatus_gca_902148845_1	Salarias fasciatus	181472	Actinopteri	Blenniiformes	tier3c_seed	GCA_902148845.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.245909	0.2014	0.8706	2.83	11.31	0.1537	0.6826	5.865	28.6185	530	1767	6.3597	31.7984	0.0495	0.2473	4240	21199	0	0	0				no_selected_pilot_species_no_inventory_rows
enoplosus_armatus_gca_043641665_1|GCA_043641665.1	enoplosus_armatus_gca_043641665_1	Enoplosus armatus	215367	Actinopteri	Centrarchiformes	tier3a_seed,tier3c_seed	GCA_043641665.1	GCA_043640875.1	yes	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;ok	B02;B03	no	0.367134	0.1409	0.6091	2	7.91	0.1075	0.4776	4.1037	20.0239	371	1236	4.4498	22.2488	0.0346	0.173	2967	14833	0	0	0				no_selected_pilot_species_no_inventory_rows
notolabrus_celidotus_gca_009762535_1|GCA_009762535.1	notolabrus_celidotus_gca_009762535_1	Notolabrus celidotus	1203425	Actinopteri	Labriformes	tier3c_seed	GCA_009762535.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.261329	0.2375	1.0267	3.33	13.33	0.1813	0.805	6.9169	33.7512	625	2083	7.5003	37.5013	0.0583	0.2917	5000	25001	0	0	0				no_selected_pilot_species_no_inventory_rows
cottoperca_gobio_gca_900634415_1|GCA_900634415.1	cottoperca_gobio_gca_900634415_1	Cottoperca gobio	56716	Actinopteri	Perciformes	tier3c_seed	GCA_900634415.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.18828	0.1751	0.7569	2.46	9.83	0.1336	0.5935	5.0991	24.8813	461	1536	5.5292	27.6459	0.043	0.215	3686	18431	0	0	0				no_selected_pilot_species_no_inventory_rows
chelmon_rostratus_gca_017976325_1|GCA_017976325.1	chelmon_rostratus_gca_017976325_1	Chelmon rostratus	109905	Actinopteri	Chaetodontiformes	tier3c_seed	GCA_017976325.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.204384	0.1376	0.5948	2	7.72	0.105	0.4663	4.0069	19.5516	362	1207	4.3448	21.724	0.0338	0.169	2897	14483	0	0	0				no_selected_pilot_species_no_inventory_rows
sparus_aurata_gca_900880675_2|GCA_900880675.2	sparus_aurata_gca_900880675_2	Sparus aurata	8175	Actinopteri	Spariformes	tier3c_seed	GCA_900880675.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.263434	0.223	0.9639	3.13	12.52	0.1702	0.7558	6.4935	31.6852	587	1956	7.0412	35.2058	0.0548	0.2738	4694	23471	0	0	0				no_selected_pilot_species_no_inventory_rows
takifugu_rubripes_gca_901000725_3|GCA_901000725.3	takifugu_rubripes_gca_901000725_3	Takifugu rubripes	31033	Actinopteri	Tetraodontiformes	tier3c_seed	GCA_901000725.3	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.116142	0.1384	0.5984	2	7.77	0.1056	0.4692	4.0315	19.6716	364	1214	4.3715	21.8573	0.034	0.17	2914	14572	0	0	0				no_selected_pilot_species_no_inventory_rows
pempheris_klunzingeri_gca_042242105_1|GCA_042242105.1	pempheris_klunzingeri_gca_042242105_1	Pempheris klunzingeri	3127111	Actinopteri	Acropomatiformes	tier3a_seed,tier3c_seed	GCA_042242105.1	GCA_042242125.1	yes	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;ok	B02;B03	no	0.392185	0.1679	0.7259	2.36	9.43	0.1282	0.5692	4.8905	23.8635	442	1473	5.303	26.515	0.0412	0.2062	3535	17677	0	0	0				no_selected_pilot_species_no_inventory_rows
sphaeramia_orbicularis_gca_902148855_1|GCA_902148855.1	sphaeramia_orbicularis_gca_902148855_1	Sphaeramia orbicularis	375764	Actinopteri	Kurtiformes	tier3c_seed	GCA_902148855.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.409879	0.3194	1.3808	4.48	17.93	0.2438	1.0827	9.3025	45.3919	841	2802	10.0871	50.4354	0.0785	0.3923	6725	33624	0	0	0				no_selected_pilot_species_no_inventory_rows
gouania_willdenowi_gca_900634775_2|GCA_900634775.2	gouania_willdenowi_gca_900634775_2	Gouania willdenowi	441366	Actinopteri	Blenniiformes	tier3c_seed	GCA_900634775.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.29223	0.2491	1.0769	3.5	13.99	0.1901	0.8444	7.2553	35.4021	656	2185	7.8671	39.3357	0.0612	0.3059	5245	26224	0	0	0				no_selected_pilot_species_no_inventory_rows
cyclopterus_lumpus_gca_009769545_1|GCA_009769545.1	cyclopterus_lumpus_gca_009769545_1	Cyclopterus lumpus	8103	Actinopteri	Perciformes	tier3a_seed,tier3c_seed	GCA_009769545.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;reject_pair_mismatch	B02;B03	no	0.169627	0.1504	0.6503	2.11	8.45	0.1148	0.5099	4.381	21.3774	396	1320	4.7505	23.7526	0.0369	0.1847	3167	15835	0	0	0				no_selected_pilot_species_no_inventory_rows
sebastes_umbrosus_gca_015220745_1|GCA_015220745.1	sebastes_umbrosus_gca_015220745_1	Sebastes umbrosus	72105	Actinopteri	Perciformes	tier3c_seed	GCA_015220745.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	0.250376	0.1774	0.7671	2.49	9.96	0.1354	0.6015	5.1678	25.2165	467	1557	5.6037	28.0183	0.0436	0.2179	3736	18679	0	0	0				no_selected_pilot_species_no_inventory_rows
heterodontus_francisci_gca_036365525_1|GCA_036365525.1	heterodontus_francisci_gca_036365525_1	Heterodontus francisci	7792	Chondrichthyes	Heterodontiformes	tier3a_seed,tier3c_seed	GCA_036365525.1	GCA_036365495.1	yes	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;ok	B02;B03	no	2.948092	0.9922	4.2891	13.93	32.0	0.7572	3.363	28.8957	140.9973	2611	8704	31.3327	156.6637	0.2437	1.2185	20888	104442	0	0	0				no_selected_pilot_species_no_inventory_rows
hemiscyllium_ocellatum_gca_020745735_1|GCA_020745735.1	hemiscyllium_ocellatum_gca_020745735_1	Hemiscyllium ocellatum	170820	Chondrichthyes	Orectolobiformes	tier3a_seed,tier3c_seed	GCA_020745735.1	GCA_020745765.1	yes	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;ok	B02;B03	no	2.474337	0.7668	3.3145	10.76	32.0	0.5852	2.5989	22.3301	108.9603	2018	6726	24.2134	121.067	0.1883	0.9416	16142	80711	0	0	0				no_selected_pilot_species_no_inventory_rows
carcharodon_carcharias_gca_017639515_1|GCA_017639515.1	carcharodon_carcharias_gca_017639515_1	Carcharodon carcharias	13397	Chondrichthyes	Lamniformes	tier3c_seed	GCA_017639515.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	1.203287	0.7325	3.1666	10.28	32.0	0.559	2.4829	21.3333	104.0963	1928	6426	23.1325	115.6626	0.1799	0.8996	15422	77108	0	0	0				no_selected_pilot_species_no_inventory_rows
scyliorhinus_canicula_gca_902713615_2|GCA_902713615.2	scyliorhinus_canicula_gca_902713615_2	Scyliorhinus canicula	7830	Chondrichthyes	Carcharhiniformes	tier3c_seed	GCA_902713615.2	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence	B03	no	1.311254	0.801	3.4624	11.24	32.0	0.6113	2.7149	23.3264	113.8218	2108	7026	25.2937	126.4686	0.1967	0.9836	16862	84312	0	0	0				no_selected_pilot_species_no_inventory_rows
heptranchias_perlo_gca_035084215_1|GCA_035084215.1	heptranchias_perlo_gca_035084215_1	Heptranchias perlo	212740	Chondrichthyes	Hexanchiformes	tier3a_seed,tier3c_seed	GCA_035084215.1	UNRESOLVED	no	missing	unresolved_or_missing	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	UNRESOLVED_PRECOMPUTE	no	no	no	no	rejected_unresolved	missing_exact_h1_annotation_or_file_size_checksum_evidence;reject_pair_mismatch	B02;B03	no	0.918295	0.6048	2.6144	8.49	32.0	0.4615	2.0499	17.6131	85.9434	1592	5305	19.0985	95.4926	0.1485	0.7427	12732	63662	0	0	0				no_selected_pilot_species_no_inventory_rows
